
19-04-2016 21:17:50:806 - I: 	Added Command MovementCommand(Down) for Player PlayerEntity(X:6, Y:13, Key:A)
19-04-2016 21:17:51:162 - I: 	Added Command MovementCommand(Down) for Player PlayerEntity(X:16, Y:11, Key:D)
19-04-2016 21:17:51:162 - D: 	Beginning round processing
19-04-2016 21:17:51:162 - D: 	Removing Bomb Explosions from map
19-04-2016 21:17:51:162 - D: 	Decreasing Bomb Timers
19-04-2016 21:17:51:162 - D: 	Detonating Bombs
19-04-2016 21:17:51:162 - I: 	Detonating Bomb BombEntity(X:14, Y:10, Radius:8, Timer:0, Owner:D)
19-04-2016 21:17:51:162 - I: 	Detonating Bomb BombEntity(X:7, Y:12, Radius:4, Timer:0, Owner:A)
19-04-2016 21:17:51:162 - D: 	Processing Player Commands
19-04-2016 21:17:51:162 - D: 	Applying player power ups
19-04-2016 21:17:51:162 - D: 	Destroying marked entities
19-04-2016 21:17:51:162 - D: 	Destroyed Entity DestructibleWallEntity(X:13, Y:10)
19-04-2016 21:17:51:162 - D: 	Destroyed Entity DestructibleWallEntity(X:19, Y:10)
19-04-2016 21:17:51:162 - D: 	Destroyed Entity DestructibleWallEntity(X:14, Y:11)
19-04-2016 21:17:51:162 - D: 	Destroyed Entity DestructibleWallEntity(X:3, Y:12)
19-04-2016 21:17:51:162 - D: 	Destroyed Entity DestructibleWallEntity(X:8, Y:12)
19-04-2016 21:17:51:162 - I: 	Player PlayerEntity(X:6, Y:14, Key:A) has a movement coverage of 11,39% for the map
19-04-2016 21:17:51:162 - I: 	Player PlayerEntity(X:16, Y:12, Key:D) has a movement coverage of 11,03% for the map
19-04-2016 21:17:51:162 - D: 	Round processing complete
