
19-04-2016 21:17:12:360 - I: 	Added Command MovementCommand(Down) for Player PlayerEntity(X:4, Y:7, Key:A)
19-04-2016 21:17:12:697 - I: 	Added Command DoNothingCommand for Player PlayerEntity(X:16, Y:14, Key:B)
19-04-2016 21:17:12:921 - I: 	Added Command MovementCommand(Up) for Player PlayerEntity(X:6, Y:13, Key:C)
19-04-2016 21:17:13:174 - I: 	Added Command PlaceBombCommand for Player PlayerEntity(X:14, Y:6, Key:D)
19-04-2016 21:17:13:174 - D: 	Beginning round processing
19-04-2016 21:17:13:174 - D: 	Removing Bomb Explosions from map
19-04-2016 21:17:13:174 - D: 	Decreasing Bomb Timers
19-04-2016 21:17:13:174 - D: 	Detonating Bombs
19-04-2016 21:17:13:174 - D: 	Processing Player Commands
19-04-2016 21:17:13:174 - D: 	Applying player power ups
19-04-2016 21:17:13:174 - D: 	Destroying marked entities
19-04-2016 21:17:13:174 - I: 	Player PlayerEntity(X:4, Y:8, Key:A) has a movement coverage of 5,34% for the map
19-04-2016 21:17:13:174 - I: 	Player PlayerEntity(X:16, Y:14, Key:B) has a movement coverage of 6,05% for the map
19-04-2016 21:17:13:174 - I: 	Player PlayerEntity(X:6, Y:12, Key:C) has a movement coverage of 6,05% for the map
19-04-2016 21:17:13:174 - I: 	Player PlayerEntity(X:14, Y:6, Key:D) has a movement coverage of 6,05% for the map
19-04-2016 21:17:13:174 - D: 	Round processing complete
