
19-04-2016 21:18:49:420 - I: 	Added Command MovementCommand(Down) for Player PlayerEntity(X:4, Y:18, Key:A)
19-04-2016 21:18:49:646 - I: 	Added Command MovementCommand(Up) for Player PlayerEntity(X:2, Y:16, Key:D)
19-04-2016 21:18:49:646 - D: 	Beginning round processing
19-04-2016 21:18:49:646 - D: 	Removing Bomb Explosions from map
19-04-2016 21:18:49:646 - D: 	Decreasing Bomb Timers
19-04-2016 21:18:49:646 - D: 	Detonating Bombs
19-04-2016 21:18:49:646 - D: 	Processing Player Commands
19-04-2016 21:18:49:646 - D: 	Applying player power ups
19-04-2016 21:18:49:646 - D: 	Destroying marked entities
19-04-2016 21:18:49:646 - I: 	Player PlayerEntity(X:4, Y:19, Key:A) has a movement coverage of 22,78% for the map
19-04-2016 21:18:49:646 - I: 	Player PlayerEntity(X:2, Y:15, Key:D) has a movement coverage of 24,56% for the map
19-04-2016 21:18:49:646 - D: 	Round processing complete
